UserAgent,Parent,Browser,Version,MajorVersion,MinorVersion,Platform,AuthenticodeUpdate,CSSVersion,Frames,IFrames,Tables,Cookies,BackgroundSounds,VBScript,JavaScript,JavaApplets,ActiveXControls,CDF,AOL,Beta,Win16,Crawler,Stripper,WAP,NetCLR
[Mozilla/5.0 (Windows; ?; Win95; *; rv:1.2*) Gecko/????????],Mozilla 1.2,,,,,Win95,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows; ?; Win98; *; rv:1.2*) Gecko/????????],Mozilla 1.2,,,,,Win98,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows; ?; Windows NT 5.0; *; rv:1.2*) Gecko/????????],Mozilla 1.2,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows; ?; Windows NT 5.1; *; rv:1.2*) Gecko/????????],Mozilla 1.2,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows; ?; WinNT4.0; *; rv:1.2*) Gecko/????????],Mozilla 1.2,,,,,WinNT,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (X11; ?; FreeBSD i386; *; rv:1.2*) Gecko/????????],Mozilla 1.2,,,,,FreeBSD,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (X11; ?; Linux i?86; *; rv:1.2*) Gecko/????????],Mozilla 1.2,,,,,Linux,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (X11; ?; SunOS sun4u; en-US; rv:1.2*) Gecko/????????],Mozilla 1.2,,,,,SunOS,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla 1.3],Mozilla 1.3,Mozilla,1.3,1,3,,,2,true,true,true,true,false,false,true,true,false,false,false,false,false,false,false,false,false
[Mozilla/5.0 (Macintosh; ?; 68K; *; rv:1.3*) Gecko/????????],Mozilla 1.3,,,,,Mac68K,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Macintosh; ?; PPC Mac OS X*; *; rv:1.3*) Gecko/????????],Mozilla 1.3,,,,,MacOSX,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Macintosh; ?; PPC; *; rv:1.3*) Gecko/????????],Mozilla 1.3,,,,,MacPPC,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows; ?; Win 9x 4.90; *; rv:1.3*) Gecko/????????],Mozilla 1.3,,,,,WinME,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows; ?; Win3.11; *; rv:1.3*) Gecko/????????],Mozilla 1.3,,,,,Win15,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows; ?; Win95; *; rv:1.3*) Gecko/????????],Mozilla 1.3,,,,,Win95,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows; ?; Win98; *; rv:1.3*) Gecko/????????],Mozilla 1.3,,,,,Win98,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows; ?; Windows NT 5.0; *; rv:1.3*) Gecko/????????],Mozilla 1.3,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows; ?; Windows NT 5.1; *; rv:1.3*) Gecko/????????],Mozilla 1.3,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows; ?; WinNT4.0; *; rv:1.3*) Gecko/????????],Mozilla 1.3,,,,,WinNT,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (X11; ?; FreeBSD i386; *; rv:1.3*) Gecko/????????],Mozilla 1.3,,,,,FreeBSD,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (X11; ?; Linux *; *; rv:1.3*) Gecko/????????],Mozilla 1.3,,,,,Linux,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (X11; U; SunOS sun4u; *; rv:1.3*) Gecko/????????],Mozilla 1.3,,,,,SunOS,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla 1.4],Mozilla 1.4,Mozilla,1.4,1,4,,,2,true,true,true,true,false,false,true,true,false,false,false,false,false,false,false,false,false
[Mozilla/5.0 (Macintosh; ?; 68K; *; rv:1.4*) Gecko/????????],Mozilla 1.4,,,,,Mac68K,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Macintosh; ?; PPC Mac OS X*; *; rv:1.4*) Gecko/????????],Mozilla 1.4,,,,,MacOSX,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Macintosh; ?; PPC; *; rv:1.4*) Gecko/????????],Mozilla 1.4,,,,,MacPPC,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows; ?; Win 9x 4.90; *; rv:1.4*) Gecko/????????],Mozilla 1.4,,,,,WinME,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows; ?; Win3.11; *; rv:1.4*) Gecko/????????],Mozilla 1.4,,,,,Win16,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows; ?; Win95; *; rv:1.4*) Gecko/????????],Mozilla 1.4,,,,,Win95,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows; ?; Win98; *; rv:1.4*) Gecko/????????],Mozilla 1.4,,,,,Win98,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows; ?; Windows NT 5.0; *; rv:1.4*) Gecko/????????],Mozilla 1.4,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows; ?; Windows NT 5.1; *; rv:1.4*) Gecko/????????],Mozilla 1.4,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows; ?; WinNT4.0; *; rv:1.4*) Gecko/????????],Mozilla 1.4,,,,,WinNT,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (X11; ?; FreeBSD i386; *; rv:1.4*) Gecko/????????],Mozilla 1.4,,,,,FreeBSD,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (X11; ?; Linux i???; *; rv:1.4*) Gecko/????????],Mozilla 1.4,,,,,Linux,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (X11; ?; SunOS sun4u; *; rv:1.4*) Gecko/????????],Mozilla 1.4,,,,,SunOS,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla 1.5],Mozilla 1.5,Mozilla,1.5,1,5,,,2,true,true,true,true,false,false,true,true,false,false,false,false,false,false,false,false,false
[Mozilla/5.0 (Macintosh; ?; 68K; *; rv:1.5*) Gecko/????????],Mozilla 1.5,,,,,Mac68K,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Macintosh; ?; PPC Mac OS X*; *; rv:1.5*) Gecko/????????],Mozilla 1.5,,,,,MacOSX,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Macintosh; ?; PPC; *; rv:1.5*) Gecko/????????],Mozilla 1.5,,,,,MacPPC,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows; ?; Win 9x 4.90; *; rv:1.5*) Gecko/????????],Mozilla 1.5,,,,,WinME,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows; ?; Win3.11; *; rv:1.5*) Gecko/????????],Mozilla 1.5,,,,,Win16,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows; ?; Win95; *; rv:1.5*) Gecko/????????],Mozilla 1.5,,,,,Win95,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows; ?; Win98; *; rv:1.5*) Gecko/????????],Mozilla 1.5,,,,,Win98,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows; ?; Windows NT 5.0; *; rv:1.5*) Gecko/????????],Mozilla 1.5,,,,,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows; ?; Windows NT 5.1; *; rv:1.5*) Gecko/????????],Mozilla 1.5,,,,,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (Windows; ?; WinNT4.0; *; rv:1.5*) Gecko/????????],Mozilla 1.5,,,,,WinNT,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (X11; ?; FreeBSD i386; *; rv:1.5*) Gecko/????????],Mozilla 1.5,,,,,FreeBSD,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (X11; ?; Linux i???; *; rv:1.5*) Gecko/????????],Mozilla 1.5,,,,,Linux,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/5.0 (X11; ?; SunOS sun4u; *; rv:1.5*) Gecko/????????],Mozilla 1.5,,,,,SunOS,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[IE 1.5],IE 1.5,IE,1.5,1,5,,,0,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
[Mozilla/1.22 (compatible; MSIE 1.5; Windows 95)],IE 1.5,,,,,Win95,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/1.22 (compatible; MSIE 1.5; Windows NT)],IE 1.5,,,,,WinNT,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/1.22 (compatible; MSIE 2.0d; Windows NT)],IE 1.5,,1.22,,22,WinNT,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[IE 2.0],IE 2.0,IE,2,2,0,,,0,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false
[Mozilla/1.22 (compatible; MSIE 2.*; Mac_68000)],IE 2.0,,,,,Mac68K,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/1.22 (compatible; MSIE 2.*; Mac_PowerPC)],IE 2.0,,,,,MacPPC,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/1.22 (compatible; MSIE 2.*; Windows 95)],IE 2.0,,,,,Win95,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/1.22 (compatible; MSIE 2.*; Windows NT)],IE 2.0,,,,,WinNT,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/2.0 (compatible; MSIE 2.*;  Windows 3.1)],IE 2.0,,,,,Win16,,default,true,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/2.0 (compatible; MSIE 2.*; Mac_68000)],IE 2.0,,,,,Mac68K,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
